,Geography,cases,deaths,Estimated % of Households Below poverty level,Total Households,Household has three or more generations
2211,41031.0,1826,41.0,15.9,7790,392
2212,41033.0,4362,47.0,15.9,34646,1104
2213,41035.0,50362,580.0,19.7,27280,790
2214,41037.0,8346,101.0,19.4,3378,59
2215,41039.0,19022,368.0,16.3,145966,3623
2216,41041.0,16571,244.0,14.6,20550,530
2217,41043.0,1556,31.0,11.7,45204,1689
2218,41045.0,72214,618.0,19.2,10411,429
2219,41047.0,8541,104.0,11.6,112957,4641
2220,41049.0,30904,305.0,14.4,3916,163
2221,41051.0,9134,112.0,12.7,304540,8416
2222,41053.0,81778,779.0,12.4,28288,899
2223,41055.0,3243,37.0,10.9,777,25
2224,41057.0,155530,1373.0,11.2,10834,264
2225,41059.0,18779,148.0,14.3,26904,1034
2226,41061.0,366,6.0,14.8,10501,185
2227,41063.0,24957,242.0,11.7,3133,49
2228,41065.0,5561,88.0,10.6,10031,309
2229,41067.0,1,0.0,7.6,200934,6092
2230,41069.0,1435,20.0,14.2,651,13
2231,41071.0,6244,70.0,11.1,34726,1367
2232,42001.0,112233,694.0,7.5,38013,1337
2233,42003.0,270,3.0,11.8,533960,12761
2234,42005.0,21019,238.0,11.4,28713,755
2235,42007.0,28325,390.0,10.5,71383,2095
2236,42009.0,313327,3509.0,11.7,20233,515
2237,42011.0,16934,364.0,10.7,154356,6225
2238,42013.0,45381,776.0,14.4,52159,1453
2239,42015.0,12009,282.0,12.0,25321,773
2240,42017.0,115116,1653.0,6.0,234849,9512
2241,42019.0,32660,644.0,8.3,72835,1580
2242,42021.0,18156,216.0,14.5,58950,1394
2243,42023.0,141712,2007.0,20.7,2273,43
2244,42025.0,50782,778.0,11.6,26684,904
2245,42027.0,39174,757.0,15.6,57573,871
2246,42029.0,920,21.0,6.1,182900,5805
2247,42031.0,17958,314.0,16.5,16128,315
2248,42033.0,40522,368.0,14.0,32288,789
2249,42035.0,107440,1220.0,16.2,15151,331
2250,42037.0,9171,211.0,15.2,26479,673
2251,42039.0,21846,366.0,12.3,35028,886
2252,42041.0,10152,132.0,7.1,93943,2148
2253,42043.0,17532,258.0,11.2,110435,3794
2254,42045.0,22368,338.0,10.2,208700,9418
2255,42047.0,57669,923.0,10.0,13693,262
2256,42049.0,66491,1007.0,15.0,110413,3469
2257,42051.0,128448,1926.0,16.7,55997,1880
2258,42053.0,7895,109.0,16.0,2511,51
2259,42055.0,65352,813.0,8.3,58389,1723
2260,42057.0,35628,703.0,12.3,6014,144
2261,42059.0,2424,36.0,13.4,14724,491
2262,42061.0,45852,731.0,11.2,17280,425
2263,42063.0,4606,66.0,15.4,35005,710
2264,42065.0,9662,111.0,13.0,18561,480
2265,42067.0,12710,260.0,10.5,9476,218
2266,42069.0,19788,376.0,13.6,87226,2541
2267,42071.0,10133,250.0,8.6,193602,6043
2268,42073.0,5272,183.0,13.0,37126,1259
2269,42075.0,51928,820.0,10.2,52258,1532
2270,42077.0,135685,1960.0,11.0,133983,5430
2271,42079.0,21252,438.0,13.5,131932,3973
2272,42081.0,41047,534.0,13.0,46700,1219
2273,42083.0,101425,1297.0,15.4,17183,452
2274,42085.0,84514,1458.0,13.3,46442,1286
2275,42087.0,31901,556.0,12.0,18743,494
2276,42089.0,9045,155.0,10.3,61091,3074
2277,42091.0,26162,517.0,6.2,307750,10082
2278,42093.0,13628,286.0,11.0,7393,182
2279,42095.0,43049,556.0,8.2,113565,4507
2280,42097.0,180802,2433.0,13.7,39242,976
2281,42099.0,5313,94.0,9.2,17903,519
2282,42101.0,90801,1157.0,21.8,599736,38024
2283,42103.0,25890,558.0,9.8,21925,855
2284,42105.0,9644,191.0,12.3,7227,178
2285,42107.0,359292,5266.0,13.0,60192,1743
2286,42109.0,11846,103.0,8.8,14750,328
2287,42111.0,3542,94.0,11.5,31090,660
2288,42113.0,38460,709.0,11.2,2777,60
2289,42115.0,8879,163.0,11.2,17798,497
2290,42117.0,20644,419.0,13.0,16727,429
2291,42119.0,1244,36.0,11.8,14765,279
2292,42121.0,8990,117.0,13.1,22621,627
2293,42123.0,9139,200.0,11.9,17767,361
2294,42125.0,12695,157.0,9.5,85089,2303
2295,42127.0,12567,250.0,10.2,20625,605
2296,42129.0,8501,221.0,10.5,153650,3565
2297,42131.0,58901,683.0,10.1,11237,368
2298,42133.0,11719,178.0,8.6,168372,5841
2299,72001.0,90991,1449.0,63.7,6851,394
2300,72003.0,5871,115.0,51.0,15156,850
2301,72005.0,134029,1563.0,53.6,23552,1144
2372,72145.0,32680,5033.0,45.8,21335,1742
2380,44007.0,16210,183.0,14.9,241717,10777
2381,44009.0,24061,99.0,8.5,49177,1352
2382,45001.0,253786,2596.0,19.7,9990,475
2383,45003.0,28772,3.0,14.8,64253,2710
2384,45005.0,39306,247.0,30.5,3706,261
2385,45007.0,7212,69.0,13.1,73829,3141
2386,45009.0,47738,444.0,20.4,6048,372
2387,45011.0,2326,24.0,26.7,8937,460
2388,45013.0,64351,1024.0,8.9,64945,2040
2389,45015.0,4002,76.0,10.9,65419,3497
2390,45017.0,6407,103.0,20.6,6080,339
2391,45019.0,49737,390.0,12.2,144309,5395
2392,45021.0,61278,456.0,20.8,21519,1188
2393,45023.0,3268,61.0,20.7,12876,828
2394,45025.0,129505,975.0,21.1,18173,1033
2395,45027.0,16897,324.0,21.4,13132,887
2396,45029.0,11460,156.0,17.7,15131,952
2397,45031.0,13631,200.0,19.1,26531,1724
2398,45033.0,10066,164.0,29.3,11923,936
2399,45035.0,10442,222.0,10.7,50259,2417
2400,45037.0,21004,325.0,16.3,9348,525
2401,45039.0,10811,147.0,18.2,9419,644
2402,45041.0,65162,511.0,17.1,52653,3064
2403,45043.0,7673,72.0,16.0,24524,1222
2404,45045.0,6910,110.0,11.3,176531,6593
2405,45047.0,47351,654.0,17.8,27547,1184
2406,45049.0,18279,234.0,15.8,7598,499
2407,45051.0,192199,2045.0,13.0,112225,4003
2408,45053.0,24907,313.0,20.7,8517,542
2409,45055.0,5611,86.0,15.4,23928,1234
2410,45057.0,112231,1207.0,11.9,29697,1427
2411,45059.0,6718,95.0,20.4,25525,1463
2412,45061.0,25116,267.0,24.8,6797,520
2413,45063.0,28854,286.0,11.4,102733,3705
2414,45067.0,21014,299.0,26.3,13058,1008
2415,45069.0,4728,97.0,30.2,10383,753
2416,45065.0,112096,901.0,14.3,4027,183
2417,45071.0,9875,167.0,15.9,14709,699
2418,45073.0,9119,108.0,14.9,30676,1068
2419,45075.0,2516,40.0,24.4,35788,2415
2420,45077.0,15059,202.0,16.9,45228,1600
2421,45079.0,27001,351.0,16.5,145194,6087
2422,45081.0,27259,426.0,18.4,7527,340
2423,45083.0,50449,643.0,14.7,109246,5036
2424,45085.0,146809,970.0,18.0,40398,2429
2425,45087.0,4323,79.0,18.7,11974,644
2426,45089.0,107159,1567.0,29.0,13007,982
2427,45091.0,32441,407.0,10.0,85864,3706
2428,46003.0,8791,155.0,3.9,1102,6
2429,46005.0,9575,147.0,12.9,7276,139
2430,46007.0,88280,700.0,22.0,1090,88
2431,46009.0,852,17.0,12.4,2457,33
2432,46011.0,5076,63.0,11.5,12029,108
2433,46013.0,848,15.0,8.6,15489,179
2434,46015.0,2390,41.0,11.6,2136,34
2435,46017.0,8795,58.0,39.3,532,94
2436,46019.0,11078,124.0,8.5,4160,80
2437,46021.0,1562,22.0,4.1,694,3
2438,46023.0,649,18.0,16.8,3249,153
2439,46025.0,3029,47.0,8.8,1445,11
2440,46027.0,291,7.0,18.4,5110,36
2441,46029.0,3162,35.0,12.3,11432,147
2442,46031.0,877,11.0,33.7,1260,154
2443,46033.0,3708,24.0,10.1,3636,45
2444,46035.0,9486,102.0,12.7,8296,96
2445,46037.0,1123,17.0,14.6,2504,41
2446,46039.0,2330,27.0,7.2,1819,27
2447,46041.0,6396,82.0,25.8,1730,201
2448,46043.0,1379,36.0,10.6,1210,9
2449,46045.0,1108,12.0,8.3,1607,12
2450,46047.0,3251,44.0,19.0,3272,65
2451,46049.0,753,16.0,14.9,869,11
2452,46051.0,1000,16.0,8.3,3089,49
2453,46053.0,2171,40.0,15.0,1936,28
2454,46055.0,614,17.0,20.6,850,6
2455,46057.0,2215,51.0,6.8,2108,30
2456,46059.0,1137,34.0,11.4,1494,11
2457,46061.0,497,12.0,8.3,1045,9
2458,46063.0,1675,41.0,4.7,539,2
2459,46065.0,617,13.0,10.5,7066,119
2460,46067.0,689,6.0,9.6,2930,20
2461,46069.0,211,3.0,6.7,600,8
2462,46071.0,4685,62.0,38.4,996,99
2463,46073.0,1874,39.0,10.9,870,4
2464,46075.0,325,8.0,11.5,458,4
2465,46077.0,678,21.0,14.5,2222,22
2466,46079.0,443,20.0,10.1,4483,48
2467,46081.0,186,2.0,12.2,10536,126
2468,46083.0,1421,22.0,4.3,16649,213
2469,46085.0,2481,28.0,17.2,1392,78
2470,46091.0,7346,88.0,6.6,1815,16
2471,46087.0,16475,105.0,8.0,2168,24
2472,46089.0,1309,13.0,11.7,1025,9
2473,46093.0,866,14.0,6.2,9903,233
2474,46095.0,1438,32.0,36.9,693,47
2475,46097.0,457,9.0,12.5,1032,7
2476,46099.0,7833,67.0,9.0,67028,1298
2477,46101.0,564,8.0,8.6,2554,60
2478,46103.0,61136,533.0,11.5,41251,952
2479,46105.0,1586,28.0,10.2,1291,13
2480,46107.0,4503,61.0,8.0,1062,8
2481,46109.0,36528,355.0,16.0,3823,198
2482,46111.0,749,19.0,11.0,975,8
2483,46115.0,736,7.0,8.3,2608,25
2484,46117.0,2634,53.0,2.8,1228,33
2485,46119.0,630,8.0,13.4,610,3
2486,46121.0,1547,36.0,47.8,2780,402
2487,46123.0,688,8.0,15.2,2419,57
2488,46125.0,256,3.0,10.3,3452,40
2489,46127.0,3322,52.0,10.1,5756,91
2490,46129.0,1536,26.0,8.9,2392,34
2491,46135.0,2104,62.0,8.8,8770,123
2492,46137.0,4175,52.0,33.8,836,96
2493,47001.0,1423,26.0,15.2,31253,1164
2494,47003.0,6422,59.0,12.2,16530,794
2495,47005.0,690,11.0,18.5,7063,292
2496,47007.0,25510,365.0,21.5,4697,185
2497,47009.0,16753,243.0,10.5,49265,1862
2498,47011.0,5168,98.0,15.0,37947,1627
2499,47013.0,5082,61.0,20.7,16354,737
2500,47015.0,44803,470.0,16.5,5472,210
2501,47017.0,36703,430.0,16.6,11507,455
2502,47019.0,14317,178.0,18.7,24197,832
2503,47021.0,4815,68.0,9.8,14520,697
2504,47023.0,10423,161.0,13.6,6208,268
2505,47025.0,18964,354.0,24.3,12853,501
2506,47027.0,12107,133.0,25.0,3358,92
2507,47029.0,6481,100.0,18.5,14788,683
2508,47031.0,10124,192.0,13.4,20926,872
2509,47033.0,2504,52.0,15.3,5709,287
2510,47035.0,13330,232.0,13.1,23791,761
2511,47037.0,19329,281.0,12.8,259499,8994
2512,47041.0,5823,88.0,19.7,7420,359
2513,47039.0,18162,336.0,18.9,4927,191
2514,47043.0,238002,1748.0,11.7,19107,863
2515,47045.0,7057,105.0,18.0,15183,682
2516,47047.0,4131,71.0,10.6,14505,849
2517,47049.0,18147,254.0,18.7,7250,278
2518,47051.0,14404,215.0,16.7,16011,634
2519,47053.0,12934,193.0,16.7,19690,800
2520,47055.0,6518,134.0,14.4,11875,467
2521,47057.0,14620,196.0,15.7,9029,333
2522,47059.0,19755,271.0,17.0,28018,1052
2523,47061.0,10760,201.0,19.3,5405,236
2524,47063.0,7580,114.0,16.7,24560,1093
2525,47065.0,25075,391.0,12.0,136682,5501
2526,47067.0,4386,76.0,30.4,2825,93
2527,47069.0,22410,376.0,19.4,9301,605
2528,47071.0,114609,1211.0,19.0,10643,400
2529,47073.0,2397,39.0,16.9,23343,901
2530,47075.0,8648,125.0,18.4,7459,434
2531,47077.0,9962,168.0,19.3,11224,452
2532,47079.0,19220,339.0,17.8,13604,477
2533,47081.0,7203,105.0,13.0,8976,485
2534,47083.0,10155,170.0,17.2,3349,141
2535,47085.0,9288,166.0,14.4,7454,324
2536,47087.0,7790,115.0,16.6,4789,180
2537,47089.0,2861,62.0,11.8,19864,829
2538,47091.0,5510,79.0,20.5,7195,217
2539,47093.0,3565,65.0,13.2,177249,5359
2540,47095.0,17906,287.0,36.0,2270,109
2541,47097.0,5653,102.0,21.2,9795,577
2542,47099.0,146483,1483.0,18.0,16275,582
2543,47101.0,2928,44.0,21.9,4781,211
2544,47103.0,8563,110.0,13.0,13382,495
2545,47105.0,15831,213.0,12.2,19826,666
2546,47111.0,3885,64.0,17.6,8561,359
2547,47113.0,10932,178.0,19.2,38073,1701
2548,47115.0,16827,203.0,17.9,11403,517
2549,47117.0,9618,153.0,15.1,11850,547
2550,47119.0,34785,457.0,9.7,31663,1344
2551,47107.0,10190,134.0,16.5,20865,893
2552,47109.0,11633,125.0,18.3,10326,492
2553,47121.0,32736,363.0,15.8,4686,236
2554,47123.0,18702,272.0,16.9,17711,804
2555,47125.0,8771,129.0,12.8,63673,2666
2556,47127.0,3870,60.0,11.1,2492,78
2557,47129.0,16549,252.0,19.7,7692,353
2558,47131.0,58050,601.0,18.3,13077,476
2559,47133.0,2533,40.0,20.3,8820,340
2560,47135.0,7088,89.0,20.6,3160,126
2561,47137.0,12114,203.0,21.1,2177,65
2562,47139.0,8012,129.0,15.0,6653,300
2563,47141.0,2588,56.0,17.3,28930,910
2564,47143.0,1999,38.0,17.5,12276,535
2565,47145.0,5243,85.0,15.0,22376,898
2566,47147.0,27667,310.0,10.8,24197,1207
2567,47149.0,11061,164.0,9.6,96232,3949
2568,47151.0,17922,248.0,25.0,8671,354
2569,47153.0,24044,321.0,21.3,5519,214
2570,47155.0,108931,934.0,13.1,35343,1562
2571,47157.0,10943,125.0,17.7,350971,20972
2572,47159.0,4771,71.0,13.9,7410,310
2573,47161.0,33956,435.0,12.8,5386,184
2574,47163.0,275335,3477.0,15.0,66298,2243
2575,47165.0,6720,90.0,9.6,60975,2627
2576,47167.0,3560,63.0,12.3,21617,1370
2577,47169.0,53484,752.0,11.0,2976,154
2578,47171.0,60310,765.0,19.5,7726,263
2579,47173.0,20070,244.0,20.3,7391,348
2580,47175.0,5987,99.0,13.7,2246,91
2581,47177.0,6414,79.0,19.9,15850,576
2582,47179.0,25704,271.0,15.7,51322,1496
2583,47181.0,2064,48.0,16.8,6136,214
2584,47183.0,14566,183.0,19.6,13898,410
2585,47185.0,44299,515.0,15.2,10272,435
2586,47187.0,6343,75.0,5.3,64886,1783
2587,47189.0,10715,169.0,8.5,42563,1851
2588,48001.0,9153,134.0,13.5,17218,891
2589,48003.0,70610,421.0,11.6,5259,316
2590,48005.0,47306,511.0,15.5,31090,1786
2591,48007.0,10505,250.0,19.2,9795,384
2592,48009.0,4635,73.0,12.7,3538,122
2593,48011.0,16495,491.0,6.3,751,22
2594,48013.0,5163,91.0,12.1,15246,1205
2595,48015.0,2484,28.0,13.6,10837,462
2596,48017.0,633,10.0,15.1,2468,128
2597,48019.0,15106,236.0,10.0,8564,301
2598,48021.0,6586,81.0,10.9,25840,1516
2599,48023.0,1678,39.0,16.2,1669,34
2600,48025.0,4048,79.0,19.4,9042,604
2601,48027.0,25473,243.0,13.3,114035,4896
2602,48029.0,891,33.0,14.8,608931,39752
2603,48031.0,9462,154.0,10.7,4309,130
2604,48033.0,78597,924.0,6.3,264,6
2605,48035.0,652665,6307.0,11.9,7254,273
2606,48037.0,2954,35.0,18.3,34669,1557
2607,48039.0,115,2.0,7.9,106589,6307
2608,48041.0,4615,70.0,23.0,71739,2154
2609,48043.0,22836,446.0,19.5,4207,119
2610,48045.0,110713,1011.0,16.2,692,28
2611,48047.0,69951,426.0,42.9,2642,208
2612,48049.0,1238,32.0,12.9,14778,635
2613,48051.0,510,8.0,10.8,6822,286
2614,48053.0,1896,52.0,7.6,16511,625
2615,48055.0,13674,232.0,13.2,12301,908
2616,48057.0,5645,68.0,9.1,7766,449
2617,48059.0,12653,174.0,9.8,5447,195
2618,48061.0,16716,183.0,25.7,119631,13700
2619,48063.0,6610,52.0,19.1,4678,230
2620,48065.0,3284,75.0,6.1,2452,55
2621,48067.0,123837,2076.0,15.7,12429,567
2622,48069.0,3277,77.0,13.5,2744,176
2623,48071.0,1651,37.0,14.7,11952,688
2624,48073.0,8209,199.0,14.2,17894,960
2625,48075.0,2580,48.0,15.2,2326,86
2626,48077.0,13231,113.0,11.0,4319,165
2627,48079.0,9048,257.0,28.5,1113,74
2628,48081.0,2803,34.0,15.4,1466,30
2629,48083.0,2354,38.0,16.4,3857,130
2630,48085.0,953,23.0,6.2,283759,10996
2631,48087.0,980,20.0,22.4,1179,47
2632,48089.0,1883,73.0,11.8,8182,367
2633,48091.0,254185,1547.0,7.6,41363,1804
2634,48093.0,809,16.0,12.4,5580,209
2635,48095.0,4190,67.0,13.4,1041,44
2636,48097.0,40131,565.0,10.8,14513,647
2637,48099.0,3873,78.0,11.2,22545,914
2638,48101.0,1244,11.0,20.1,677,20
2639,48103.0,8107,136.0,6.7,1471,112
2640,48105.0,19715,218.0,15.3,1422,67
2641,48107.0,352,9.0,22.3,2237,135
2642,48109.0,1427,24.0,25.1,908,63
2643,48111.0,1252,20.0,8.4,2448,107
2644,48113.0,2111,46.0,12.9,855960,53038
2645,48115.0,528,14.0,20.6,4385,263
2646,48123.0,2308,43.0,18.8,7407,324
2647,48117.0,653036,6890.0,12.5,6365,416
2648,48119.0,3265,97.0,14.2,2088,83
2649,48121.0,7013,102.0,6.9,240289,9057
2650,48125.0,5391,115.0,22.9,930,22
2651,48127.0,1951,27.0,36.9,3421,281
2652,48129.0,209095,1391.0,13.8,1517,39
2653,48131.0,490,16.0,21.9,4090,298
2654,48133.0,6061,51.0,20.6,7465,291
2655,48135.0,1230,26.0,13.1,48688,3299
2656,48137.0,4030,70.0,11.6,839,43
2657,48141.0,3123,116.0,19.9,256557,25016
2658,48139.0,41330,716.0,8.1,50503,3132
2659,48143.0,545,11.0,16.1,14569,431
2660,48145.0,237275,3797.0,24.2,6302,328
2661,48147.0,54595,596.0,13.2,12149,551
2662,48149.0,9372,125.0,12.3,10078,270
2663,48151.0,4186,68.0,16.2,1668,54
2664,48153.0,7621,186.0,17.2,2402,130
2665,48155.0,5290,114.0,12.8,573,12
2666,48157.0,673,26.0,7.1,187384,12948
2667,48159.0,2189,49.0,8.8,4159,180
2668,48161.0,234,11.0,16.0,7259,308
2669,48163.0,230279,1286.0,24.2,4854,386
2670,48165.0,2455,45.0,14.8,5606,239
2671,48167.0,4116,85.0,11.5,108969,5524
2672,48169.0,6464,95.0,21.9,1671,93
2673,48171.0,2335,83.0,8.0,10572,277
2674,48173.0,113589,876.0,10.8,441,13
2675,48175.0,1401,29.0,18.1,2868,112
2676,48177.0,5928,113.0,12.2,7120,451
2677,48179.0,221,3.0,15.9,8443,282
2678,48181.0,1448,32.0,11.7,46905,2145
2679,48183.0,5157,105.0,15.8,45798,2142
2680,48185.0,6639,132.0,15.8,8902,506
2681,48187.0,29895,656.0,9.2,45762,2712
2682,48189.0,25573,709.0,18.4,11846,742
2683,48191.0,9546,125.0,14.8,1372,51
2684,48193.0,43184,413.0,16.7,3442,90
2685,48195.0,7566,247.0,9.8,2006,65
2686,48197.0,1195,24.0,14.8,1722,61
2687,48199.0,2033,35.0,13.9,20462,933
2688,48201.0,2170,30.0,14.2,1435155,90969
2689,48203.0,588,20.0,16.7,24523,1280
2690,48205.0,13931,253.0,7.2,1771,39
2691,48207.0,1204328,11261.0,15.6,2297,80
2692,48209.0,14944,229.0,13.5,55245,2417
2693,48211.0,1450,3.0,5.5,1382,32
2694,48213.0,1014,39.0,16.3,31020,1487
2695,48215.0,73204,532.0,26.8,216471,24438
2696,48217.0,1319,7.0,13.0,13238,659
2697,48219.0,17355,432.0,15.2,8242,475
2698,48221.0,246614,3985.0,8.7,20795,730
2699,48223.0,9691,198.0,12.8,13308,583
2700,48225.0,8583,165.0,16.4,8656,395
2701,48227.0,14382,284.0,13.9,11333,576
2702,48229.0,8031,186.0,30.0,1174,99
2703,48231.0,4632,114.0,13.0,32076,1586
2704,48233.0,7457,191.0,14.1,8812,280
2705,48235.0,1137,18.0,12.4,653,19
2706,48237.0,18228,371.0,16.9,3136,123
2707,48239.0,7182,137.0,15.4,5284,259
2708,48241.0,555,3.0,18.7,13770,620
2709,48243.0,1622,30.0,16.6,1034,30
2710,48245.0,3662,59.0,17.0,93441,4418
2711,48247.0,7663,197.0,23.8,1902,171
2712,48249.0,259,10.0,19.8,13961,1124
2713,48251.0,59663,863.0,9.4,52193,3059
2714,48253.0,3469,22.0,12.5,6034,272
2715,48255.0,13244,220.0,15.7,4463,230
2716,48257.0,48866,757.0,10.6,34964,2315
2717,48259.0,4980,93.0,4.7,12617,432
2718,48261.0,6252,73.0,3.1,147,7
2719,48263.0,40131,545.0,15.7,350,8
2720,48265.0,9292,128.0,10.0,20550,710
2721,48267.0,97,2.0,18.1,2016,58
2722,48269.0,217,4.0,23.3,113,2
2723,48271.0,10496,191.0,10.7,1350,61
2724,48273.0,833,15.0,26.5,11097,684
2725,48275.0,52,0.0,12.7,1506,44
2726,48283.0,801,12.0,22.9,1931,153
2727,48277.0,8633,151.0,20.1,19829,811
2728,48279.0,580,25.0,19.8,5081,263
2729,48281.0,2544,49.0,11.1,7539,339
2730,48285.0,14082,264.0,10.1,7808,218
2731,48287.0,4801,123.0,12.3,6151,271
2732,48289.0,6055,93.0,16.1,6896,236
2733,48291.0,4634,123.0,15.6,25073,1661
2734,48293.0,4895,62.0,18.9,8499,445
2735,48295.0,4056,94.0,12.4,1263,45
2736,48297.0,20975,409.0,19.3,4257,184
2737,48299.0,5714,129.0,7.7,9008,222
2738,48303.0,2322,42.0,18.0,105781,4739
2739,48305.0,4671,98.0,17.4,2246,101
2740,48313.0,331,1.0,13.5,4187,210
2741,48315.0,104682,1357.0,18.4,4595,199
2742,48317.0,1630,39.0,8.7,1649,94
2743,48319.0,4060,58.0,11.6,1754,56
2744,48321.0,1893,61.0,19.0,13894,665
2745,48323.0,1338,26.0,28.5,15563,1901
2746,48307.0,912,13.0,14.5,3338,141
2747,48309.0,9753,184.0,18.0,86892,4192
2748,48311.0,23263,471.0,16.6,310,5
2749,48325.0,1607,48.0,13.5,15530,1025
2750,48327.0,69400,930.0,17.0,994,34
2751,48329.0,182,9.0,9.8,50845,2648
2752,48331.0,11466,206.0,16.3,9408,455
2753,48333.0,593,12.0,14.4,1975,56
2754,48335.0,44941,505.0,12.6,2809,139
2755,48337.0,5624,106.0,13.5,7989,290
2756,48339.0,1526,37.0,8.7,162530,7702
2757,48341.0,2039,50.0,11.4,7197,451
2758,48343.0,5048,131.0,19.6,5226,246
2759,48345.0,163186,1332.0,10.3,542,9
2760,48347.0,6035,113.0,22.5,23861,923
2761,48349.0,2813,75.0,15.8,17380,926
2762,48351.0,304,13.0,26.0,5476,289
2763,48353.0,13839,268.0,16.0,5999,241
2764,48355.0,13504,223.0,16.4,124587,8164
2765,48357.0,1656,62.0,12.6,3617,134
2766,48359.0,3390,101.0,11.9,691,13
2767,48361.0,107791,1547.0,12.9,31031,1508
2768,48363.0,2584,48.0,12.1,10871,573
2769,48365.0,605,6.0,13.2,9271,414
2770,48367.0,16634,366.0,8.8,42069,1837
2771,48369.0,7694,155.0,14.6,3413,204
2772,48371.0,5200,133.0,18.4,4894,343
2773,48373.0,38333,464.0,16.8,16503,824
2774,48375.0,2548,53.0,19.5,42933,2377
2775,48377.0,3374,72.0,36.8,2906,197
2776,48379.0,8882,257.0,12.8,4377,197
2777,48381.0,39679,753.0,8.8,47975,1435
2778,48383.0,1087,40.0,10.4,1156,73
2779,48385.0,2083,60.0,21.1,1374,51
2780,48387.0,42004,529.0,20.6,5469,218
2781,48389.0,938,15.0,14.3,3839,316
2782,48391.0,950,25.0,16.1,2841,151
2783,48393.0,2570,71.0,7.9,359,6
2784,48395.0,5202,75.0,18.3,6541,297
2785,48397.0,2067,39.0,3.7,26448,1243
2786,48399.0,186,2.0,13.0,4165,158
2787,48401.0,5015,77.0,12.3,18476,954
2788,48403.0,29686,272.0,16.8,4738,154
2789,48405.0,2602,68.0,25.2,3625,163
2790,48407.0,11849,235.0,14.8,10096,594
2791,48409.0,1446,89.0,16.2,22637,1600
2792,48411.0,1164,45.0,10.4,2257,79
2793,48413.0,6353,106.0,18.7,1182,67
2794,48415.0,13255,355.0,11.1,5838,267
2795,48417.0,1377,37.0,12.2,1367,41
2796,48419.0,571,9.0,22.4,9648,477
2797,48421.0,5506,105.0,9.1,1081,40
2798,48423.0,1010,12.0,13.5,79055,3724
2799,48425.0,4935,134.0,15.0,3078,117
2800,48427.0,510,16.0,35.2,17001,2204
2801,48429.0,52823,983.0,19.2,3665,168
2802,48431.0,2186,37.0,4.4,440,11
2803,48433.0,22898,369.0,10.8,642,9
2804,48435.0,2020,50.0,14.2,1550,76
2805,48437.0,292,9.0,23.3,2762,139
2806,48439.0,380,7.0,10.4,657134,33790
2807,48441.0,886,14.0,13.9,50725,1966
2808,48443.0,2503,34.0,10.3,430,17
2809,48445.0,641614,6073.0,17.5,4200,249
2810,48447.0,39879,739.0,24.3,721,16
2811,48449.0,134,3.0,15.1,10813,725
2812,48451.0,2876,85.0,11.8,42331,1917
2813,48453.0,286,10.0,10.4,404467,13864
2814,48455.0,9620,130.0,16.7,6142,289
2815,48457.0,46989,559.0,15.9,8007,346
2816,48459.0,272480,1785.0,15.4,14925,769
2817,48461.0,3029,75.0,12.1,1256,66
2818,48463.0,4607,88.0,19.8,9025,688
2819,48465.0,8587,190.0,20.7,15654,1458
2820,48467.0,900,18.0,12.8,20047,982
2821,48469.0,11270,147.0,13.9,32187,1785
2822,48471.0,15636,305.0,23.0,20969,779
2823,48473.0,11681,291.0,13.4,14040,809
2824,48475.0,21730,414.0,13.6,3995,248
2825,48477.0,21196,214.0,10.8,13037,498
2826,48479.0,11042,109.0,23.9,67106,8978
2827,48481.0,3100,48.0,16.1,15132,871
2828,48483.0,10278,151.0,14.9,2181,67
2829,48485.0,105249,1057.0,17.2,49016,1870
2830,48487.0,10703,222.0,12.7,5289,192
2831,48489.0,1265,23.0,26.7,5764,704
2832,48491.0,37092,697.0,5.8,152606,5912
2833,48493.0,3910,89.0,9.5,15009,825
2834,48495.0,8226,135.0,13.9,2578,123
2835,48497.0,157121,951.0,9.1,21015,1030
2836,48499.0,12173,162.0,13.6,17118,625
2837,48501.0,2034,34.0,11.5,2643,149
2838,48503.0,18524,276.0,15.6,7343,270
2839,48505.0,9018,296.0,31.1,4297,391
2840,48507.0,1609,42.0,30.1,3573,409
2841,49001.0,4303,95.0,5.0,2265,71
2842,49003.0,4184,56.0,9.7,16058,676
2843,49005.0,4371,70.0,14.0,34722,1008
2844,49007.0,1709,16.0,16.1,7978,303
2845,49009.0,15247,127.0,5.3,426,8
2846,49011.0,40008,114.0,5.6,93545,4247
2847,49013.0,5749,53.0,14.0,6003,252
2848,49015.0,164,0.0,12.4,3732,153
2849,49017.0,112431,424.0,15.7,1930,58
2850,49019.0,4816,27.0,13.0,3889,87
2851,49021.0,2764,28.0,15.5,15022,536
2852,49023.0,1009,16.0,9.9,3093,119
2853,49025.0,2628,6.0,14.4,2900,53
2854,49027.0,15805,95.0,12.5,4201,132
2855,49029.0,3106,27.0,2.2,2820,118
2856,49031.0,1500,15.0,23.1,576,12
2857,49033.0,3516,36.0,6.2,805,8
2858,49035.0,3104,15.0,8.4,342622,17642
2859,49037.0,326,7.0,23.3,4505,350
2860,49039.0,361,0.0,12.0,7952,336
2861,49041.0,387367,1717.0,14.4,7094,255
2862,49043.0,4583,50.0,5.2,12990,267
2863,49045.0,8726,57.0,6.7,17971,948
2864,49047.0,5721,31.0,12.6,10563,515
2865,49049.0,23729,108.0,10.1,140602,6804
