,Geography,cases,deaths,Estimated % of Households Below poverty level,Total Households,Household has three or more generations
1633,30085.0,287,3.0,27.6,3553,280
1634,30087.0,7816,166.0,17.1,3395,179
1635,30089.0,2826,36.0,17.1,5121,75
1636,30091.0,3580,75.0,10.6,1587,14
1637,30093.0,2970,61.0,18.4,14932,325
1638,30095.0,2336,52.0,6.9,3796,61
1639,30097.0,836,12.0,5.8,1590,28
1640,30099.0,9262,135.0,11.1,2450,35
1641,30101.0,1645,32.0,9.7,2015,25
1642,30103.0,847,13.0,14.7,335,4
1643,30105.0,1444,27.0,11.3,3198,71
1644,30107.0,1343,25.0,27.1,887,16
1645,30109.0,142,1.0,8.6,457,7
1646,30111.0,1974,39.0,9.9,60672,1462
1647,31001.0,423,14.0,12.2,12466,258
1648,31003.0,240,8.0,10.6,2841,35
1649,31005.0,47649,575.0,14.6,187,3
1650,31007.0,7211,74.0,5.1,293,6
1651,31009.0,1189,15.0,5.1,196,0
1652,31011.0,33,1.0,8.9,2336,26
1653,31013.0,92,2.0,13.2,4738,78
1654,31015.0,72,3.0,12.0,942,10
1655,31017.0,1151,5.0,12.1,1449,7
1656,31019.0,2374,17.0,12.3,18037,278
1657,31021.0,439,7.0,12.3,2906,42
1658,31023.0,592,4.0,9.1,3391,41
1659,31025.0,13201,104.0,6.9,9698,247
1660,31027.0,1432,17.0,7.3,3539,37
1661,31029.0,2109,18.0,7.4,1681,15
1662,31031.0,6791,47.0,10.8,2530,33
1663,31033.0,1606,14.0,13.4,4298,75
1664,31035.0,863,8.0,10.4,2649,47
1665,31037.0,603,12.0,9.4,3618,128
1666,31039.0,2206,24.0,6.6,3756,45
1667,31041.0,1633,25.0,10.0,4714,42
1668,31043.0,2848,28.0,11.9,7218,367
1669,31045.0,1951,15.0,14.6,3684,37
1670,31047.0,2170,32.0,12.4,8899,331
1671,31049.0,7468,82.0,8.6,867,10
1672,31051.0,1459,21.0,10.6,2370,47
1673,31053.0,5595,44.0,11.5,14990,309
1674,31055.0,337,3.0,10.8,202411,5793
1675,31057.0,1323,11.0,12.2,897,7
1676,31059.0,11058,114.0,8.0,2483,21
1677,31061.0,168464,1174.0,14.9,1406,13
1678,31063.0,357,6.0,11.5,1168,10
1679,31065.0,1220,13.0,10.4,2185,22
1680,31067.0,464,13.0,14.5,9422,127
1681,31069.0,583,3.0,9.3,961,7
1682,31071.0,1213,8.0,8.6,935,9
1683,31073.0,3780,45.0,6.4,849,11
1684,31075.0,414,1.0,17.5,277,3
1685,31077.0,439,2.0,14.6,1069,10
1686,31079.0,412,7.0,11.0,22196,714
1687,31081.0,104,6.0,4.4,3563,58
1688,31083.0,439,2.0,12.7,1519,12
1689,31085.0,17881,147.0,19.8,414,3
1690,31087.0,2544,26.0,12.1,1301,15
1691,31089.0,380,3.0,8.7,4447,33
1692,31091.0,103,0.0,6.6,326,4
1693,31093.0,591,8.0,8.7,2625,26
1694,31095.0,2367,20.0,14.8,3348,28
1695,31097.0,119,5.0,9.3,1847,23
1696,31099.0,1254,16.0,9.9,2681,42
1697,31101.0,1299,7.0,17.2,3753,41
1698,31103.0,897,10.0,11.5,381,2
1699,31105.0,1317,9.0,15.3,1673,33
1700,31107.0,1680,22.0,10.5,3647,60
1701,31109.0,125,0.0,11.8,113373,2098
1702,31111.0,797,9.0,11.7,15025,281
1703,31113.0,1807,13.0,13.8,325,1
1704,31115.0,88100,454.0,12.7,275,4
1705,31119.0,9757,121.0,15.2,13939,279
1706,31117.0,157,0.0,12.1,211,5
1707,31121.0,86,0.0,13.7,3151,53
1708,31123.0,10649,70.0,12.3,2085,48
1709,31125.0,73,1.0,10.4,1525,15
1710,31127.0,1894,17.0,14.2,2952,37
1711,31129.0,1215,21.0,8.9,2079,20
1712,31131.0,832,13.0,9.4,6362,138
1713,31133.0,1483,20.0,20.2,1230,20
1714,31135.0,1030,13.0,8.9,1239,15
1715,31137.0,3670,21.0,14.3,3779,46
1716,31139.0,481,4.0,9.6,2911,33
1717,31141.0,556,12.0,8.0,12658,235
1718,31143.0,2549,14.0,8.0,2212,25
1719,31145.0,1375,21.0,9.1,4663,56
1720,31147.0,9558,75.0,15.1,3718,49
1721,31149.0,1262,18.0,6.3,685,6
1722,31151.0,2489,21.0,12.6,5131,116
1723,31153.0,2031,24.0,6.1,58102,1617
1724,31155.0,188,2.0,6.9,8040,144
1725,31157.0,4092,12.0,14.5,14928,435
1726,31159.0,55275,306.0,8.8,6266,85
1727,31161.0,5374,30.0,15.6,2380,41
1728,31163.0,10354,102.0,11.9,1392,11
1729,31165.0,3574,43.0,5.5,577,5
1730,31167.0,1058,23.0,7.9,2387,48
1731,31169.0,638,5.0,9.5,2296,16
1732,31171.0,79,1.0,14.5,291,2
1733,31173.0,700,11.0,19.4,2158,203
1734,31175.0,108,1.0,12.1,1922,13
1735,31177.0,1940,23.0,8.5,7761,148
1736,31179.0,7215,561.0,15.4,3507,25
1737,31181.0,798,6.0,8.5,1604,16
1738,31183.0,5100,45.0,13.3,350,1
1739,31185.0,1992,11.0,10.0,5564,69
1740,32510.0,759,11.0,10.7,21427,823
1741,32001.0,129,2.0,11.4,9671,379
1742,32003.0,4362,23.0,12.8,715365,40017
1743,32005.0,16551,225.0,7.2,19638,607
1744,32007.0,7299,117.0,10.9,17442,709
1745,32009.0,638710,8930.0,21.0,389,8
1746,32011.0,8370,96.0,16.0,836,13
1747,32013.0,12563,142.0,14.7,6289,216
1748,32015.0,119,4.0,13.5,2213,71
1749,32017.0,175,2.0,7.2,1988,56
1750,32019.0,2695,59.0,10.6,19808,867
1751,32021.0,1254,21.0,22.8,2240,56
1752,32023.0,562,8.0,14.1,18032,784
1753,32027.0,11505,181.0,14.1,2018,57
1754,32029.0,1418,18.0,6.7,1742,54
1755,32031.0,2282,31.0,10.4,163445,6664
1756,32033.0,170,14.0,12.6,3707,96
1757,33001.0,8094,5.0,8.8,24766,680
1758,33003.0,121612,1269.0,9.2,21052,450
1759,33005.0,1715,22.0,8.9,30204,795
1760,33007.0,15772,190.0,11.7,14171,259
1761,33009.0,11178,67.0,11.3,35986,668
1762,33011.0,17310,122.0,7.4,155466,4878
1763,33013.0,7800,123.0,7.4,57069,1590
1764,33015.0,21455,79.0,5.1,115033,3694
1765,33017.0,111107,954.0,9.8,47100,1158
1766,33019.0,36591,249.0,10.5,18126,483
1767,34001.0,34089,226.0,13.3,102847,5562
1768,34003.0,10728,73.0,7.2,335730,14945
1769,34005.0,2203,4.0,6.0,166318,7562
1770,34007.0,81622,1046.0,12.6,190980,10453
1771,34009.0,283397,3550.0,10.0,40812,1433
1772,34011.0,125208,1286.0,16.1,51931,3408
1773,34013.0,150624,1895.0,16.1,283712,16984
1774,34015.0,26857,320.0,6.7,104271,5067
1775,34017.0,46365,634.0,14.0,246437,13144
1776,34019.0,259250,3674.0,4.2,47169,1136
1777,34021.0,82172,1003.0,11.3,133155,5945
1778,34023.0,211446,2776.0,8.7,281186,16379
1779,34025.0,30484,284.0,7.0,233983,9204
1780,34027.0,97336,1304.0,5.3,180534,6521
1781,34029.0,242504,2937.0,8.8,221111,7604
1782,34031.0,198816,2274.0,14.1,166785,12850
1783,34033.0,147300,1611.0,12.5,25290,1114
1784,34035.0,191263,3109.0,5.4,117759,4920
1785,34037.0,171243,2385.0,5.2,54752,1983
1786,34039.0,16573,257.0,8.9,188118,11681
1787,34041.0,40282,503.0,7.5,41480,1428
1788,35001.0,174305,2423.0,15.7,266000,11238
1789,35003.0,2726,0.0,19.5,1787,30
1790,35005.0,28312,353.0,18.9,23691,1400
1791,35006.0,178361,2068.0,24.4,8860,841
1792,35007.0,478,22.0,20.1,6011,166
1793,35009.0,24046,354.0,17.3,18015,821
1794,35011.0,9325,204.0,18.2,912,19
1795,35013.0,2889,68.0,23.9,75532,4592
1796,35015.0,14381,229.0,15.5,20411,983
1797,35017.0,646,6.0,24.5,12586,442
1798,35019.0,72546,894.0,20.6,1766,57
1799,35021.0,18566,311.0,8.5,349,4
1800,35023.0,8543,106.0,22.2,1936,91
1801,35025.0,1614,17.0,16.1,22236,1316
1802,35027.0,94,4.0,13.7,9219,241
1803,35028.0,1243,16.0,4.8,7663,97
1804,35029.0,22458,397.0,25.9,9593,551
1805,35031.0,6137,70.0,33.8,21968,2788
1806,35033.0,4134,22.0,28.4,2114,84
1807,35035.0,7616,144.0,18.1,24464,1094
1808,35037.0,30091,621.0,17.0,4072,125
1809,35039.0,923,20.0,22.7,15768,889
1810,35041.0,17546,211.0,24.0,7299,276
1811,35045.0,2355,67.0,19.9,44404,3326
1812,35047.0,11925,152.0,28.4,11978,471
1813,35043.0,5784,107.0,11.4,47602,2905
1814,35049.0,47054,823.0,12.6,61963,2116
1815,35051.0,6973,74.0,23.3,5917,126
1816,35053.0,40875,477.0,23.7,7014,314
1817,35055.0,36842,348.0,19.1,14806,533
1818,35057.0,2330,84.0,18.2,6264,308
1819,35059.0,4370,95.0,23.5,1695,42
1820,35061.0,3504,59.0,15.6,27500,1597
1821,36001.0,1078,19.0,11.9,126251,3198
1822,36003.0,315,0.0,15.7,18208,465
1823,36007.0,22371,298.0,17.3,82167,2039
1824,36009.0,71755,555.0,16.9,32263,830
1825,36011.0,9989,159.0,12.5,31445,858
1826,36013.0,53373,545.0,16.4,54244,1399
1827,36015.0,17804,234.0,14.5,35462,968
1828,36017.0,18617,163.0,14.1,20436,532
1829,36019.0,27183,316.0,12.6,31582,673
1830,36021.0,24379,240.0,9.4,25906,742
1831,36023.0,10806,126.0,14.3,18671,453
1832,36025.0,20260,102.0,15.1,19898,450
1833,36027.0,12325,154.0,9.1,107965,4091
1834,36029.0,12218,128.0,13.7,383164,9407
1835,36031.0,9239,83.0,10.3,16262,323
1836,36033.0,75920,694.0,17.4,19054,425
1837,36035.0,248406,2744.0,14.9,22554,636
1838,36037.0,6903,65.0,10.9,23728,653
1839,36039.0,11004,49.0,11.9,19823,538
1840,36041.0,14931,175.0,5.4,2262,27
1841,36043.0,15305,198.0,12.6,26324,678
1842,36045.0,9977,138.0,13.4,43451,1121
1843,36049.0,998,5.0,11.6,10514,245
1844,36051.0,16081,200.0,11.6,24409,549
1845,36053.0,23959,144.0,9.3,27754,687
1846,36055.0,6835,51.0,13.2,300422,8868
1847,36057.0,13251,127.0,15.8,20272,554
1848,36059.0,15396,132.0,5.8,448528,27348
1849,36063.0,13719,218.0,13.1,90556,2361
1850,36065.0,490502,4005.0,13.2,93028,2630
1851,36067.0,2828333,41677.0,13.1,187686,5393
1852,36069.0,55409,603.0,9.0,43019,998
1853,36071.0,63215,828.0,10.7,125925,6204
1854,36073.0,131317,1120.0,12.9,16119,550
1855,36075.0,23616,194.0,14.8,46400,1386
1856,36077.0,124880,988.0,13.0,24620,533
1857,36079.0,9734,120.0,4.4,35041,1457
1858,36083.0,31195,206.0,10.1,64702,1676
1859,36087.0,12119,97.0,10.6,99242,5424
1860,36091.0,28224,130.0,6.4,88296,2075
1861,36093.0,38116,280.0,10.9,62886,1761
1862,36095.0,107425,925.0,11.6,13166,334
1863,36097.0,56164,361.0,14.5,7530,214
1864,36099.0,39875,330.0,11.6,13393,312
1865,36089.0,5957,36.0,16.5,41605,989
1866,36101.0,4021,28.0,11.4,40344,1009
1867,36103.0,6899,94.0,6.5,499922,29125
1868,36105.0,24341,204.0,13.3,30139,1021
1869,36107.0,23173,262.0,10.2,20350,535
1870,36109.0,506356,4578.0,17.8,38967,585
1871,36111.0,21898,135.0,11.6,71049,2149
1872,36113.0,12757,88.0,7.9,27990,664
1873,36115.0,24217,91.0,10.8,24142,778
1874,36117.0,38380,383.0,11.0,36585,1137
1875,36119.0,16880,136.0,9.2,347232,14174
1876,36121.0,14285,126.0,8.8,15501,349
1877,36123.0,19965,193.0,11.3,9517,236
1878,37001.0,301536,2804.0,14.3,59960,2230
1879,37003.0,9306,87.0,11.4,14425,563
1880,37005.0,4018,40.0,20.1,4778,117
1881,37007.0,55224,523.0,18.0,9755,589
1882,37009.0,11693,147.0,15.9,11755,290
1883,37011.0,3334,18.0,14.4,6664,158
1884,37013.0,7676,102.0,17.8,19941,734
1885,37015.0,6986,86.0,25.9,8359,502
1886,37017.0,5197,47.0,23.8,14430,683
1887,37019.0,14691,179.0,11.8,46297,1476
1888,37021.0,4948,75.0,11.2,100412,2685
1889,37023.0,10822,140.0,15.9,35804,1456
1890,37025.0,36689,351.0,9.1,65666,2824
1891,37027.0,63953,646.0,14.3,33388,1368
1892,37029.0,28419,344.0,6.9,3675,188
1893,37031.0,65565,526.0,9.4,28870,836
1894,37033.0,26101,325.0,17.1,9190,424
1895,37035.0,2025,9.0,12.1,60887,2393
1896,37037.0,16943,146.0,10.6,25845,749
1897,37039.0,6126,55.0,16.3,11753,358
1898,37041.0,54936,634.0,18.4,6059,240
1899,37043.0,15974,125.0,17.9,4660,103
1900,37045.0,8045,130.0,19.3,38555,1836
1901,37047.0,4713,63.0,22.0,22489,1094
1902,37049.0,3055,49.0,13.2,40299,1475
1903,37051.0,33904,423.0,17.4,122431,5619
1904,37053.0,17808,279.0,8.1,8880,396
1905,37055.0,29115,226.0,7.2,14335,324
1906,37057.0,104036,696.0,14.6,64515,2347
1907,37059.0,5744,39.0,11.2,16245,533
1908,37061.0,9055,30.0,15.9,22495,996
1909,37063.0,49953,454.0,12.1,109348,3677
1910,37065.0,13216,115.0,22.4,21680,1496
1911,37067.0,19223,253.0,14.7,141163,4996
1912,37069.0,92738,367.0,11.4,23023,1005
1913,37071.0,15991,163.0,13.6,79867,4036
1914,37073.0,111184,870.0,13.6,4665,277
1915,37075.0,24212,88.0,15.0,3701,120
1916,37077.0,75054,911.0,12.8,20628,979
1917,37079.0,2192,21.0,20.1,7313,392
1918,37081.0,2667,31.0,14.4,196628,6573
1919,37083.0,17371,123.0,26.4,21970,1399
1920,37085.0,6598,75.0,15.1,41594,1870
1921,37087.0,142443,1323.0,12.1,25563,700
1922,37089.0,16691,193.0,10.5,45448,1222
1923,37091.0,38812,356.0,19.2,9334,584
1924,37093.0,15420,233.0,19.2,16532,961
1925,37095.0,29321,338.0,20.0,2119,66
1926,37097.0,5699,92.0,9.8,61215,2416
1927,37099.0,17650,129.0,17.2,16446,434
1928,37101.0,1570,14.0,11.8,61909,2420
1929,37103.0,55948,502.0,23.2,4167,209
1930,37105.0,11120,101.0,14.9,22058,995
1931,37107.0,68969,474.0,21.4,24327,1087
1932,37109.0,2606,44.0,12.3,30343,1218
1933,37113.0,18437,166.0,16.5,14591,414
1934,37115.0,18368,236.0,16.3,8494,217
1935,37117.0,27638,192.0,19.1,10318,478
1936,37111.0,9028,127.0,13.5,17838,708
1937,37119.0,5855,83.0,9.9,362213,13238
1938,37121.0,7143,95.0,14.0,6685,193
1939,37123.0,15760,181.0,15.9,10544,457
1940,37125.0,334777,1732.0,10.1,37540,1037
1941,37127.0,4289,42.0,16.3,37782,1761
1942,37129.0,8173,137.0,14.3,86046,2205
1943,37131.0,28300,345.0,21.1,9193,467
1944,37133.0,30068,335.0,12.0,60092,2165
1945,37135.0,59427,421.0,12.1,51457,1193
1946,37137.0,5228,91.0,16.1,5490,202
1947,37139.0,60735,405.0,13.8,14956,711
1948,37141.0,35215,146.0,13.1,20333,852
1949,37143.0,3159,35.0,12.4,5598,250
1950,37145.0,9682,131.0,15.4,15826,723
1951,37147.0,17355,140.0,19.7,67577,2283
1952,37149.0,3183,25.0,10.3,8989,244
1953,37151.0,11173,111.0,14.5,55373,2216
1954,37153.0,61570,271.0,21.9,18430,877
1955,37155.0,4465,68.0,26.6,47997,3365
1956,37157.0,40128,475.0,17.5,38693,1576
1957,37159.0,14993,198.0,15.5,53140,2334
1958,37161.0,47208,565.0,18.0,27466,1118
1959,37163.0,25031,312.0,18.9,24005,1200
1960,37165.0,47316,612.0,25.3,13614,885
1961,37167.0,19848,412.0,12.1,23589,903
1962,37169.0,21482,193.0,13.8,19416,639
1963,37171.0,11615,143.0,18.1,29914,951
1964,37173.0,21795,279.0,16.5,5672,257
1965,37175.0,13290,191.0,14.4,14394,343
1966,37177.0,25291,376.0,19.6,1595,77
1967,37179.0,4403,52.0,7.3,67864,3042
1968,37181.0,7288,82.0,20.4,17395,1174
1969,37183.0,1122,9.0,7.5,345645,9917
1970,37185.0,72040,509.0,20.4,8321,429
1971,37187.0,14253,127.0,28.2,5526,301
1972,37189.0,361248,1235.0,24.0,20403,322
1973,37191.0,5164,48.0,16.9,47831,2037
1974,37193.0,3546,52.0,15.5,28360,934
1975,37195.0,13575,73.0,19.0,31962,1533
1976,37197.0,37428,423.0,12.2,15486,498
1977,37199.0,20454,286.0,15.6,7644,184
1978,38001.0,25191,335.0,18.0,1098,12
1979,38003.0,13154,127.0,9.8,4826,31
1980,38005.0,5986,63.0,29.1,2233,187
1981,38007.0,637,10.0,11.2,358,2
1982,38009.0,3284,47.0,8.8,2832,21
1983,38011.0,2148,23.0,8.9,1385,17
1984,38013.0,166,1.0,6.4,913,8
1985,38015.0,1762,26.0,9.1,33976,425
1986,38017.0,890,9.0,11.4,63899,713
1987,38019.0,462,3.0,13.9,1818,14
1988,38021.0,38349,303.0,7.3,2180,10
1989,38023.0,66263,333.0,11.4,977,7
1990,38025.0,912,7.0,8.1,1401,24
1991,38027.0,1664,39.0,9.3,1057,9
1992,38029.0,530,4.0,11.6,1594,11
1993,38031.0,1122,8.0,9.7,1495,9
1994,38033.0,837,6.0,4.8,774,7
1995,38035.0,775,18.0,16.3,27417,318
1996,38037.0,1061,23.0,13.3,1128,9
1997,38039.0,496,4.0,6.4,1131,10
1998,38041.0,24822,125.0,11.2,1056,9
1999,38043.0,506,11.0,9.9,1059,14
2000,38045.0,638,2.0,10.9,1825,9
2001,38047.0,884,8.0,9.5,843,3
2002,38049.0,553,13.0,11.9,2377,23
2003,38051.0,1102,20.0,13.3,1307,11
2004,38053.0,494,12.0,8.2,2410,74
2005,38055.0,1459,31.0,8.8,3897,60
2006,38057.0,764,9.0,8.3,3625,42
2007,38059.0,3483,25.0,8.8,11289,157
2008,38061.0,2986,49.0,9.4,2793,114
2009,38063.0,2793,24.0,11.1,1474,13
2010,38065.0,12293,142.0,8.1,756,6
2011,38067.0,3597,37.0,8.3,3257,23
2012,38069.0,846,18.0,15.6,1835,17
2013,38071.0,357,5.0,16.3,4955,65
2014,38073.0,2191,16.0,8.2,2310,19
2015,38075.0,1144,32.0,3.1,1061,14
2016,38077.0,3999,57.0,15.1,6651,67
2017,38079.0,1729,28.0,24.4,4783,301
2018,38081.0,602,15.0,5.3,1675,12
2019,38083.0,4471,23.0,8.8,645,2
2020,38085.0,7190,43.0,25.8,1158,174
2021,38087.0,1169,9.0,5.7,326,1
2022,38089.0,318,7.0,12.0,10085,98
2023,38091.0,1483,19.0,6.7,864,5
2024,38093.0,67,0.0,14.1,8931,94
2025,38095.0,12741,86.0,12.3,1048,16
2026,38097.0,406,2.0,7.1,3394,36
2027,38099.0,704,12.0,10.8,4746,66
2028,38101.0,2313,26.0,10.5,25029,352
2029,38103.0,0,169.0,12.3,1943,16
2030,38105.0,3793,34.0,6.8,9293,167
2031,39001.0,418,0.0,19.6,11147,423
2032,39003.0,12349,39.0,13.3,40619,1290
2033,39005.0,380,1.0,11.0,20196,615
2034,39007.0,8182,154.0,18.4,39363,1441
2035,39009.0,30597,482.0,26.6,23578,517
2036,39011.0,13668,224.0,8.3,17972,410
2037,39013.0,23186,443.0,12.1,28679,829
2038,39015.0,17972,150.0,16.9,17014,700
2039,39017.0,12908,190.0,11.0,135960,5397
2040,39019.0,17738,321.0,12.0,11385,333
2041,39021.0,12838,189.0,10.0,15329,535
2042,39023.0,106484,1189.0,14.5,55244,2078
2043,39025.0,5883,130.0,9.3,74828,2783
2044,39027.0,9881,150.0,14.1,16210,643
2045,39029.0,39822,597.0,13.6,42683,1381
2046,39031.0,59801,575.0,16.1,14658,364
2047,39033.0,11680,172.0,14.1,18099,507
2048,39035.0,27355,491.0,17.2,545056,18823
2049,39037.0,9268,165.0,12.0,20929,521
2050,39039.0,13067,219.0,9.6,15268,424
2051,39041.0,315613,3910.0,5.2,62760,1511
2052,39043.0,13910,242.0,12.3,31860,1013
2053,39045.0,11422,170.0,8.7,54310,1846
2054,39047.0,51761,278.0,15.2,11436,384
2055,39049.0,22466,272.0,13.1,477235,14530
2056,39051.0,43827,439.0,8.5,16188,471
2057,39053.0,8718,130.0,15.5,12062,467
2058,39055.0,336627,2683.0,6.8,34264,941
2059,39057.0,11569,180.0,11.1,62770,1684
2060,39059.0,9469,131.0,17.2,16210,502
2061,39061.0,18432,273.0,14.2,333945,10505
2062,39063.0,43928,524.0,10.7,30197,698
2063,39065.0,12450,157.0,14.6,11762,345
2064,39067.0,218291,2121.0,16.9,6526,165
2065,39069.0,19310,279.0,8.1,10934,276
2066,39071.0,7981,162.0,17.5,16693,696
2067,39073.0,3798,76.0,13.6,11369,404
2068,39075.0,7267,108.0,9.7,12554,288
2069,39077.0,12319,187.0,11.9,22820,777
2070,39079.0,7869,127.0,16.6,13010,560
2071,39081.0,5527,185.0,16.8,29109,864
2072,39083.0,16477,226.0,10.5,22607,683
2073,39085.0,10790,144.0,7.8,94156,2720
2074,39087.0,17181,328.0,18.7,24974,1037
2075,39089.0,15365,236.0,10.4,63989,2192
2076,39091.0,55989,753.0,11.3,18111,553
2077,39093.0,21657,269.0,13.7,116274,4028
2078,39095.0,48196,491.0,18.3,180267,6097
2079,39097.0,11649,174.0,7.6,14734,525
2080,39099.0,79366,1006.0,17.4,98712,3218
2081,39101.0,115542,1452.0,13.1,24691,932
2082,39103.0,10791,139.0,6.4,65143,1880
2083,39105.0,61080,1123.0,20.6,9557,311
2084,39107.0,22600,276.0,6.2,15532,280
2085,39109.0,46017,521.0,9.2,40917,1196
2086,39111.0,5640,92.0,14.8,6065,128
2087,39113.0,10531,144.0,15.2,223943,7245
2088,39115.0,29184,492.0,18.9,6034,155
2089,39117.0,3900,81.0,7.8,12855,556
2090,39119.0,146953,2079.0,14.9,34271,1074
2091,39121.0,3741,61.0,12.9,4852,135
2092,39123.0,8747,107.0,8.7,17503,389
2093,39125.0,29231,301.0,9.8,7769,234
2094,39127.0,3655,59.0,17.3,13576,499
2095,39129.0,9753,146.0,13.8,19624,798
2096,39131.0,5163,74.0,18.5,11012,450
2097,39133.0,9572,129.0,12.3,62222,1831
2098,39135.0,19555,234.0,9.7,16341,615
2099,39137.0,9067,126.0,8.1,12872,276
2100,39139.0,39706,457.0,14.4,48921,1484
2101,39141.0,10674,204.0,15.3,28919,1103
2102,39143.0,9087,159.0,12.0,24182,708
2103,39145.0,36154,528.0,23.1,30870,1315
2104,39147.0,22715,312.0,11.4,21774,614
2105,39149.0,15815,245.0,9.6,18467,545
2106,39151.0,24893,266.0,12.8,151089,4578
2107,39153.0,14347,237.0,12.8,222781,6629
2108,39155.0,12330,193.0,16.0,86011,3010
2109,39157.0,90206,1758.0,13.2,36965,927
2110,39159.0,130451,1760.0,5.4,18065,518
2111,39161.0,23300,516.0,10.4,11439,295
2112,39163.0,18200,107.0,18.8,5260,206
2113,39165.0,0,5.0,5.1,76424,2243
2114,39167.0,7436,150.0,13.9,25587,610
2115,39169.0,3404,57.0,10.5,42638,1241
2116,39171.0,66765,603.0,9.6,15075,365
2117,39173.0,14162,217.0,13.2,49043,1085
2118,39175.0,26269,450.0,9.0,9091,247
2119,40001.0,10457,166.0,26.3,8156,535
2120,40003.0,35812,374.0,10.5,2022,37
2121,40005.0,6074,107.0,19.3,5391,218
2122,40007.0,9154,78.0,7.3,2192,51
2123,40009.0,1786,16.0,18.7,8163,253
2124,40011.0,4321,54.0,14.1,3959,142
2125,40013.0,1102,11.0,16.7,16838,707
2126,40015.0,6608,108.0,16.8,10645,554
2127,40017.0,2683,46.0,6.4,42434,1591
2128,40019.0,15688,139.0,16.1,18635,744
2129,40021.0,9272,175.0,20.2,17836,761
2130,40023.0,44914,399.0,24.6,6270,269
2131,40025.0,16878,244.0,13.1,1047,19
2132,40027.0,16215,155.0,12.0,98306,3062
2133,40029.0,4675,67.0,21.4,2350,110
2134,40031.0,665,7.0,15.0,44982,1797
2135,40033.0,91472,841.0,18.2,2483,112
2136,40035.0,1918,24.0,15.7,5691,229
2137,40037.0,36714,405.0,14.5,26539,1222
2138,40039.0,1572,33.0,18.6,10698,330
2139,40041.0,5411,55.0,16.8,17093,595
2140,40043.0,20561,340.0,11.3,1944,49
2141,40045.0,8939,172.0,14.0,1782,30
2142,40047.0,12560,210.0,13.5,24175,734
2143,40049.0,1148,34.0,13.9,11069,427
2144,40051.0,908,11.0,10.8,19892,733
2145,40053.0,16867,301.0,11.5,1910,24
2146,40055.0,7866,150.0,17.9,2181,68
2147,40057.0,15536,252.0,16.2,1112,47
2148,40059.0,1185,16.0,14.2,1527,20
2149,40061.0,1442,38.0,22.2,5044,174
2150,40063.0,691,12.0,19.1,5050,229
2151,40065.0,789,12.0,14.1,10247,371
2152,40067.0,3153,42.0,20.9,2634,99
2153,40069.0,2920,63.0,15.8,4312,192
2154,40071.0,7492,109.0,14.6,18577,601
2155,40073.0,1453,26.0,9.7,5731,211
2156,40075.0,3497,56.0,23.6,3978,123
2157,40077.0,13914,222.0,16.2,4208,165
2158,40079.0,4569,71.0,19.3,18878,870
2159,40081.0,2164,55.0,15.1,13243,515
2160,40083.0,2508,36.0,11.5,15290,551
2161,40085.0,14344,109.0,14.1,3713,148
2162,40093.0,9047,144.0,12.6,3109,68
2163,40095.0,12396,168.0,15.0,6338,227
2164,40097.0,3552,42.0,16.6,16008,627
2165,40087.0,2756,42.0,7.3,12891,471
2166,40089.0,5143,47.0,25.0,12958,645
2167,40091.0,11837,168.0,21.3,8460,316
2168,40099.0,13108,141.0,13.6,5350,207
2169,40101.0,8965,168.0,20.1,27054,1158
2170,40103.0,5408,127.0,9.9,4614,150
2171,40105.0,4772,82.0,17.7,4224,127
2172,40107.0,22451,355.0,24.1,4354,183
2173,40109.0,3334,42.0,14.8,287598,10622
2174,40111.0,3049,43.0,17.1,15362,751
2175,40113.0,3923,63.0,13.7,18205,763
2176,40115.0,227124,2542.0,18.6,12345,494
2177,40117.0,10785,197.0,14.6,6486,278
2178,40119.0,12427,172.0,25.8,30177,545
2179,40121.0,10495,129.0,16.8,18012,752
2180,40123.0,4650,85.0,15.3,14654,523
2181,40125.0,21072,175.0,15.2,25911,1165
2182,40127.0,12624,223.0,22.3,4809,182
2183,40129.0,14464,159.0,17.2,1470,39
2184,40131.0,23953,288.0,9.2,31884,1243
2185,40133.0,3038,45.0,23.4,9750,498
2186,40135.0,1007,16.0,18.1,16208,775
2187,40137.0,28784,395.0,14.6,18127,629
2188,40139.0,7038,138.0,17.1,7212,308
2189,40141.0,12018,109.0,19.8,3216,136
2190,40143.0,12353,212.0,13.5,241737,8083
2191,40145.0,1689,36.0,9.2,26878,1146
2192,40147.0,194289,2236.0,13.1,21036,609
2193,40149.0,2252,0.0,11.7,4599,149
2194,40151.0,24811,285.0,12.5,3533,68
2195,40153.0,14318,267.0,10.3,7654,223
2196,41001.0,2957,56.0,14.1,7040,120
2197,41003.0,2514,39.0,17.6,34317,530
2198,41005.0,5623,79.0,7.7,145790,4735
2199,41007.0,3594,56.0,8.7,15742,400
2200,41009.0,20165,82.0,9.8,19183,656
2201,41011.0,76984,723.0,15.2,27133,829
2202,41013.0,5850,58.0,10.2,8558,242
2203,41015.0,9487,107.0,11.7,10417,212
2204,41017.0,13258,174.0,10.3,64090,1448
2205,41019.0,7252,89.0,11.8,44581,1417
2206,41021.0,4316,65.0,15.8,864,19
2207,41023.0,57275,336.0,15.5,3352,52
2208,41025.0,23902,428.0,9.5,3205,46
2209,41027.0,309,6.0,4.5,8173,258
2210,41029.0,2086,24.0,13.9,83076,2462
